product_id,brand,category,gender,collection,silhouette,color,list_price
9922,Off-White,Bottoms,M,Capsule,Slim,Denim Blue,134.69
9923,UGG,Tops,M,Spring/Summer,Minimal,Black,362.44
9924,Rick Owens,Bottoms,M,Fall/Winter,Micro,Gray,505.94
9925,Khaite,Tops,W,Pre-Fall,Slip,Black,743.51
9926,Tibi,Tops,M,Fall/Winter,Tailored,Navy,416.45
9927,Issey Miyake,Bottoms,M,Spring/Summer,Maxi,Black,264.91
9928,Marni,Shoes,W,Capsule,Oversized,Beige,54.96
9929,Burberry,Shoes,U,Spring/Summer,Minimal,Metallic,619.36
9930,Burberry,Accessories,W,Spring/Summer,Maxi,White,441.34
9931,Rick Owens,Outerwear,U,Resort,Micro,Black,363.2
9932,The Row,Bags,W,Spring/Summer,Straight,Pink,644.59
9933,Maison Margiela,Outerwear,W,Capsule,Cropped,Beige,35.0
9934,Issey Miyake,Tops,U,Resort,Utility,Metallic,374.95
9935,Stone Island,Outerwear,M,Collab,Wide-Leg,Brown,80.21
9936,Zimmermann,Bottoms,U,Resort,A-Line,Metallic,67.33
9937,Ganni,Outerwear,M,Spring/Summer,Tailored,Black,781.12
9938,Burberry,Outerwear,M,Collab,Sport,Metallic,98.89
9939,A.P.C.,Shoes,M,Pre-Fall,Micro,Brown,409.76
9940,Balenciaga,Shoes,U,Fall/Winter,Slim,Brown,496.8
9941,Comme des Garçons,Outerwear,U,Spring/Summer,Tailored,Brown,333.55
9942,VETEMENTS,Shoes,W,Fall/Winter,Minimal,Pink,710.14
9943,Totême,Bottoms,W,Fall/Winter,Minimal,Black,35.0
9944,UGG,Bags,M,Pre-Fall,A-Line,Pink,35.0
9945,Kiko Kostadinov,Dresses,W,Pre-Fall,Slim,Gray,715.27
9946,Balenciaga,Dresses,M,Fall/Winter,Minimal,Denim Blue,271.73
9947,Marni,Accessories,U,Capsule,Wide-Leg,Denim Blue,194.64
9948,UGG,Tops,M,Resort,Utility,Metallic,504.98
9949,Saint Laurent,Bottoms,M,Fall/Winter,Cropped,Black,35.0
9950,Saint Laurent,Bags,W,Spring/Summer,Wide-Leg,Beige,870.01
9951,JW Anderson,Shoes,M,Fall/Winter,Tailored,Brown,433.37
9952,AMI,Outerwear,M,Resort,Maxi,Black,985.82
9953,Kenzo,Outerwear,W,Fall/Winter,Platform,Black,558.44
9954,Kenzo,Tops,W,Fall/Winter,Wide-Leg,Beige,115.71
9955,Burberry,Accessories,W,Pre-Fall,Slip,Denim Blue,340.8
9956,Kenzo,Outerwear,U,Collab,Slim,White,569.31
9957,Fendi,Outerwear,W,Pre-Fall,Sport,Black,517.83
9958,Bottega Veneta,Accessories,W,Fall/Winter,Tailored,Beige,818.64
9959,Alexander McQueen,Outerwear,U,Spring/Summer,Slim,Metallic,381.75
9960,Ganni,Tops,W,Fall/Winter,Cropped,Gray,120.69
9961,Alexander McQueen,Bags,M,Capsule,Boxy,White,35.0
9962,VETEMENTS,Bottoms,M,Collab,Sport,Green,430.04
9963,A.P.C.,Outerwear,W,Fall/Winter,Slip,Black,363.45
9964,The Row,Bottoms,W,Collab,Utility,Black,713.33
9965,Jacquemus,Shoes,M,Capsule,Platform,Denim Blue,553.15
9966,Tory Burch,Outerwear,M,Collab,A-Line,Brown,213.38
9967,JW Anderson,Tops,M,Capsule,Slim,Metallic,218.4
9968,Palm Angels,Tops,M,Collab,Oversized,Gray,346.62
9969,Stone Island,Outerwear,W,Collab,Wide-Leg,Black,346.0
9970,Maison Margiela,Shoes,W,Collab,Boxy,Metallic,606.1
9971,Ralph Lauren,Outerwear,W,Fall/Winter,Oversized,Black,691.61
9972,Givenchy,Tops,W,Resort,Sport,Black,35.0
9973,Totême,Bottoms,U,Fall/Winter,Slip,Navy,388.47
9974,Ganni,Shoes,W,Fall/Winter,Micro,Black,298.25
9975,Maison Margiela,Outerwear,M,Fall/Winter,Wide-Leg,Black,518.53
9976,VETEMENTS,Accessories,W,Capsule,Slip,Brown,587.23
9977,Gucci,Dresses,W,Pre-Fall,Boxy,Black,413.2
9978,Versace,Tops,M,Pre-Fall,A-Line,Gray,346.64
9979,Rick Owens,Tops,M,Capsule,Maxi,Black,336.83
9980,Khaite,Dresses,M,Fall/Winter,Tailored,White,323.87
9981,Alexander McQueen,Outerwear,U,Capsule,Slim,White,561.1
9982,Prada,Tops,M,Fall/Winter,Straight,Brown,585.26
9983,The Row,Accessories,W,Pre-Fall,Cropped,Gray,361.26
9984,Acne Studios,Bags,U,Pre-Fall,Cropped,Black,444.3
9985,Kenzo,Shoes,W,Spring/Summer,Boxy,Black,537.13
9986,Acne Studios,Shoes,W,Pre-Fall,Slim,Navy,209.94
9987,Burberry,Outerwear,U,Fall/Winter,Slip,Beige,398.22
9988,VETEMENTS,Tops,W,Fall/Winter,Platform,Pink,319.93
9989,Issey Miyake,Outerwear,M,Collab,Micro,Brown,705.27
9990,Celine,Dresses,M,Collab,Sport,Black,142.31
9991,AMI,Outerwear,W,Spring/Summer,Wide-Leg,Denim Blue,191.54
9992,Kiko Kostadinov,Outerwear,W,Fall/Winter,Cropped,Black,574.55
9993,Ganni,Accessories,M,Capsule,A-Line,Brown,823.93
9994,Kenzo,Outerwear,W,Resort,A-Line,Green,318.56
9995,Kiko Kostadinov,Accessories,W,Spring/Summer,Slip,Black,298.79
9996,Saint Laurent,Dresses,M,Resort,Minimal,Denim Blue,74.0
9997,Totême,Bottoms,W,Fall/Winter,Wide-Leg,Denim Blue,510.88
9998,Moncler,Outerwear,U,Spring/Summer,Platform,Gray,400.5
9999,Stone Island,Bottoms,W,Fall/Winter,Platform,Brown,422.21
10000,Celine,Bottoms,U,Pre-Fall,A-Line,Pink,229.5
10001,Fendi,Shoes,M,Pre-Fall,Straight,Black,590.56
10002,Versace,Accessories,W,Resort,Oversized,Black,511.34
10003,Acne Studios,Tops,W,Capsule,Minimal,Red,901.56
10004,JW Anderson,Outerwear,M,Collab,A-Line,Green,401.15
10005,The Row,Accessories,M,Capsule,Maxi,White,237.57
10006,Alexander McQueen,Bottoms,U,Fall/Winter,Cropped,Black,669.15
10007,Issey Miyake,Bottoms,W,Capsule,Cropped,Beige,1028.07
10008,AMI,Shoes,W,Capsule,Maxi,Brown,327.58
10009,Palm Angels,Shoes,W,Spring/Summer,Wide-Leg,Gray,677.04
10010,Dries Van Noten,Dresses,W,Spring/Summer,Sport,Black,279.6
10011,Burberry,Outerwear,M,Resort,Slip,Denim Blue,359.07
10012,A.P.C.,Bags,M,Fall/Winter,Minimal,Denim Blue,224.92
10013,Acne Studios,Tops,M,Collab,Platform,Gray,705.88
10014,Versace,Shoes,U,Pre-Fall,Minimal,Black,504.79
10015,Jacquemus,Tops,M,Spring/Summer,Sport,Metallic,613.66
10016,Saint Laurent,Tops,W,Spring/Summer,Wide-Leg,Navy,817.54
10017,Issey Miyake,Shoes,W,Spring/Summer,Slip,Beige,35.0
10018,Miu Miu,Shoes,W,Capsule,Platform,Green,35.0
10019,Acne Studios,Accessories,M,Fall/Winter,Tailored,Metallic,305.48
10020,Burberry,Shoes,M,Spring/Summer,A-Line,Pink,330.19
10021,Fendi,Shoes,W,Capsule,Wide-Leg,Brown,402.85
10022,Palm Angels,Dresses,M,Spring/Summer,Utility,Black,818.06
10023,JW Anderson,Tops,W,Resort,Slim,Denim Blue,514.53
10024,Miu Miu,Accessories,W,Fall/Winter,Utility,Pink,425.68
10025,Issey Miyake,Dresses,W,Spring/Summer,Utility,Navy,322.01
10026,Miu Miu,Outerwear,M,Pre-Fall,Utility,Gray,130.8
10027,JW Anderson,Bottoms,W,Collab,Sport,Beige,121.58
10028,Khaite,Bottoms,W,Resort,Utility,Metallic,563.68
10029,Comme des Garçons,Outerwear,W,Collab,Slip,Navy,195.49
10030,Prada,Shoes,U,Collab,Straight,White,468.84
10031,Burberry,Bags,M,Resort,Cropped,Green,685.9
10032,Zimmermann,Accessories,U,Fall/Winter,Straight,Beige,485.13
10033,Alexander McQueen,Bags,M,Capsule,Sport,Brown,214.23
10034,Off-White,Tops,M,Collab,Utility,Green,677.07
10035,Maison Margiela,Tops,W,Spring/Summer,Oversized,Denim Blue,386.59
10036,Marni,Dresses,W,Spring/Summer,A-Line,Red,62.04
10037,Palm Angels,Bottoms,U,Spring/Summer,A-Line,Gray,307.5
10038,The Row,Shoes,M,Spring/Summer,Slim,Black,542.02
10039,Ganni,Shoes,M,Pre-Fall,Platform,Pink,52.52
10040,Balenciaga,Outerwear,M,Capsule,Maxi,Beige,409.15
10041,Gucci,Tops,W,Fall/Winter,Minimal,Metallic,464.61
10042,JW Anderson,Tops,M,Collab,Wide-Leg,Metallic,307.34
10043,Burberry,Outerwear,W,Spring/Summer,Tailored,Green,609.28
10044,Kiko Kostadinov,Tops,W,Resort,A-Line,Red,528.38
10045,VETEMENTS,Bottoms,U,Spring/Summer,Boxy,Beige,303.01
10046,Kenzo,Tops,M,Spring/Summer,Cropped,Black,457.45
10047,Marni,Outerwear,W,Pre-Fall,Maxi,Black,710.45
10048,Chloé,Bags,W,Capsule,Oversized,Gray,338.43
10049,Kenzo,Outerwear,W,Capsule,Tailored,Gray,669.71
10050,Ralph Lauren,Tops,U,Fall/Winter,Boxy,Beige,421.58
10051,Ralph Lauren,Shoes,M,Spring/Summer,Boxy,Black,568.89
10052,Totême,Bottoms,M,Pre-Fall,A-Line,Black,419.93
10053,A.P.C.,Shoes,M,Fall/Winter,Boxy,Black,380.89
10054,Versace,Outerwear,W,Capsule,Minimal,Black,759.08
10055,Kenzo,Accessories,M,Spring/Summer,Straight,Beige,235.34
10056,Ralph Lauren,Bottoms,M,Spring/Summer,Tailored,Brown,97.47
10057,Givenchy,Bags,U,Collab,Cropped,Green,211.53
10058,Kiko Kostadinov,Bottoms,W,Resort,Cropped,Metallic,708.94
10059,Dries Van Noten,Bags,W,Capsule,Wide-Leg,Denim Blue,123.82
10060,Saint Laurent,Outerwear,M,Fall/Winter,Slim,White,535.37
10061,VETEMENTS,Tops,M,Spring/Summer,Boxy,Denim Blue,616.23
10062,Prada,Accessories,M,Spring/Summer,Minimal,Metallic,322.07
10063,JW Anderson,Outerwear,M,Pre-Fall,Maxi,Black,344.57
10064,The Row,Bags,W,Spring/Summer,Maxi,Denim Blue,407.3
10065,Gucci,Bottoms,U,Resort,Minimal,White,110.07
10066,Fendi,Bottoms,W,Capsule,Minimal,Brown,435.66
10067,Balenciaga,Tops,W,Fall/Winter,Slip,Black,204.85
10068,Dries Van Noten,Bottoms,W,Fall/Winter,Slip,Beige,401.56
10069,Off-White,Tops,M,Resort,Utility,Green,665.91
10070,Miu Miu,Bottoms,W,Fall/Winter,Sport,Black,377.76
10071,AMI,Outerwear,W,Spring/Summer,Sport,Red,543.99
10072,Totême,Bags,M,Collab,Sport,Brown,733.93
10073,Jacquemus,Tops,M,Collab,Maxi,Green,378.85
10074,Tibi,Dresses,W,Spring/Summer,Boxy,Red,621.21
10075,Khaite,Bags,W,Collab,Maxi,Navy,448.73
10076,Saint Laurent,Bottoms,W,Collab,Slim,Pink,408.55
10077,UGG,Outerwear,W,Spring/Summer,Micro,Beige,332.87
10078,A.P.C.,Shoes,W,Pre-Fall,Micro,Brown,709.17
10079,Kenzo,Accessories,W,Fall/Winter,Boxy,Red,180.16
10080,Ralph Lauren,Shoes,W,Fall/Winter,A-Line,Gray,699.34
10081,Bottega Veneta,Accessories,W,Fall/Winter,Sport,Pink,286.54
10082,Zimmermann,Bottoms,W,Spring/Summer,Slim,Navy,657.32
10083,Miu Miu,Tops,W,Fall/Winter,Cropped,Beige,579.12
10084,Off-White,Tops,U,Fall/Winter,A-Line,Black,415.62
10085,Moncler,Bags,M,Resort,Oversized,Gray,272.55
10086,VETEMENTS,Accessories,M,Capsule,A-Line,Beige,686.77
10087,Prada,Tops,M,Collab,Straight,White,386.14
10088,Prada,Bags,M,Pre-Fall,Wide-Leg,Black,206.89
10089,Givenchy,Bags,M,Fall/Winter,Utility,White,269.39
10090,Givenchy,Tops,U,Collab,A-Line,Red,35.0
10091,JW Anderson,Bags,M,Pre-Fall,Tailored,Denim Blue,363.09
10092,UGG,Bottoms,M,Capsule,A-Line,Pink,245.25
10093,Fear of God,Outerwear,U,Spring/Summer,A-Line,Navy,248.16
10094,Balenciaga,Dresses,W,Fall/Winter,Wide-Leg,Pink,652.12
10095,Miu Miu,Tops,U,Resort,Sport,Black,312.3
10096,Kiko Kostadinov,Dresses,U,Spring/Summer,Micro,Green,427.45
10097,Fendi,Accessories,M,Spring/Summer,Wide-Leg,Black,517.33
10098,Off-White,Tops,M,Fall/Winter,Utility,Green,590.16
10099,Acne Studios,Dresses,M,Spring/Summer,Slip,Navy,756.8
10100,UGG,Dresses,M,Fall/Winter,Oversized,Black,789.0
10101,Givenchy,Tops,W,Fall/Winter,Straight,Denim Blue,557.53
10102,Fear of God,Shoes,M,Fall/Winter,A-Line,Metallic,360.23
10103,Givenchy,Tops,W,Capsule,Maxi,Denim Blue,122.45
10104,Off-White,Tops,M,Fall/Winter,Utility,Green,274.75
10105,Maison Margiela,Bags,W,Resort,Utility,Black,134.02
10106,Palm Angels,Dresses,M,Collab,Oversized,Navy,54.85
10107,Rick Owens,Tops,U,Capsule,Tailored,Denim Blue,138.92
10108,Fear of God,Outerwear,M,Spring/Summer,Slip,Red,207.04
10109,Moncler,Tops,M,Resort,Wide-Leg,Black,788.38
10110,Comme des Garçons,Dresses,W,Pre-Fall,Straight,White,444.79
10111,A.P.C.,Dresses,M,Spring/Summer,Utility,Navy,320.12
10112,Ganni,Outerwear,W,Fall/Winter,Boxy,White,426.72
10113,Rick Owens,Shoes,U,Resort,Wide-Leg,Black,35.0
10114,Rick Owens,Bottoms,U,Spring/Summer,Maxi,Denim Blue,236.23
10115,Diesel,Accessories,M,Spring/Summer,Boxy,Gray,527.07
10116,Loewe,Bottoms,W,Spring/Summer,Slip,Green,454.85
10117,The Row,Bottoms,W,Pre-Fall,Cropped,Pink,140.2
10118,A.P.C.,Bags,U,Capsule,Straight,Beige,665.97
10119,A.P.C.,Bottoms,W,Spring/Summer,Maxi,Black,706.07
10120,Comme des Garçons,Bags,M,Resort,Cropped,White,581.85
10121,Prada,Dresses,W,Pre-Fall,Slim,Denim Blue,453.95
10122,Kenzo,Outerwear,W,Fall/Winter,Slip,Brown,453.32
10123,UGG,Accessories,M,Fall/Winter,Boxy,Brown,397.06
10124,Rick Owens,Accessories,M,Collab,Maxi,Pink,617.72
10125,JW Anderson,Outerwear,U,Pre-Fall,Minimal,Black,35.0
10126,Celine,Tops,M,Spring/Summer,Straight,Beige,190.55
10127,Tibi,Dresses,U,Collab,Sport,Black,219.39
10128,Burberry,Outerwear,M,Resort,Straight,Green,432.9
10129,A.P.C.,Bottoms,W,Capsule,Platform,Beige,131.81
10130,Marni,Outerwear,U,Fall/Winter,Boxy,Gray,275.92
10131,The Row,Dresses,M,Spring/Summer,Sport,Navy,335.05
10132,Kenzo,Bottoms,W,Pre-Fall,Sport,Navy,572.8
10133,JW Anderson,Accessories,W,Pre-Fall,Slip,Pink,571.41
10134,VETEMENTS,Bags,W,Pre-Fall,Boxy,Green,517.82
10135,VETEMENTS,Tops,W,Spring/Summer,Cropped,Black,222.75
10136,Totême,Shoes,U,Pre-Fall,Straight,Brown,492.44
10137,Ralph Lauren,Accessories,W,Resort,Boxy,Navy,466.59
10138,Prada,Outerwear,M,Fall/Winter,Slip,White,245.68
10139,Saint Laurent,Dresses,M,Pre-Fall,Platform,Denim Blue,294.44
10140,Dries Van Noten,Outerwear,W,Collab,Wide-Leg,Gray,968.93
10141,JW Anderson,Tops,M,Pre-Fall,Utility,Beige,382.08
10142,Bottega Veneta,Bottoms,M,Collab,Slip,Black,605.31
10143,Fear of God,Outerwear,U,Capsule,Straight,Denim Blue,502.82
10144,Totême,Bottoms,M,Fall/Winter,Tailored,Navy,159.95
10145,Miu Miu,Tops,M,Spring/Summer,Wide-Leg,Gray,297.35
10146,Alexander McQueen,Outerwear,M,Collab,Sport,Brown,347.91
10147,Dries Van Noten,Dresses,U,Fall/Winter,Tailored,Navy,314.2
10148,Prada,Tops,W,Spring/Summer,Cropped,Gray,420.64
10149,Rick Owens,Tops,U,Spring/Summer,Utility,Brown,1144.39
10150,Fear of God,Accessories,W,Spring/Summer,Oversized,Black,104.37
10151,Alexander McQueen,Bottoms,W,Fall/Winter,Micro,Black,126.2
10152,Fendi,Dresses,M,Pre-Fall,Straight,Beige,768.92
10153,Marni,Outerwear,M,Spring/Summer,Slim,Gray,264.74
10154,Burberry,Accessories,M,Spring/Summer,Boxy,Denim Blue,507.6
10155,Diesel,Dresses,M,Spring/Summer,Cropped,Black,35.0
10156,Balenciaga,Tops,W,Pre-Fall,Straight,Brown,563.7
10157,Marni,Shoes,W,Spring/Summer,Utility,Red,495.97
10158,Ralph Lauren,Shoes,U,Resort,Straight,Denim Blue,628.97
10159,Fendi,Bottoms,M,Capsule,Cropped,Black,422.83
10160,Fendi,Bottoms,W,Pre-Fall,Slim,Metallic,571.75
10161,Ralph Lauren,Outerwear,M,Spring/Summer,A-Line,Navy,941.26
10162,Totême,Bags,U,Capsule,Sport,Black,156.0
10163,Stone Island,Outerwear,M,Collab,Straight,Metallic,391.77
10164,Balenciaga,Outerwear,W,Spring/Summer,Wide-Leg,Black,308.12
10165,Kenzo,Shoes,M,Spring/Summer,Utility,Gray,577.73
10166,Marni,Bags,M,Pre-Fall,Oversized,Red,455.25
10167,Diesel,Accessories,M,Fall/Winter,Oversized,Black,446.99
10168,Moncler,Tops,M,Fall/Winter,Cropped,Green,245.11
10169,VETEMENTS,Bags,W,Fall/Winter,Slim,Black,490.85
10170,Versace,Tops,W,Resort,Maxi,Black,401.26
10171,Stone Island,Tops,M,Spring/Summer,Wide-Leg,White,603.61
10172,VETEMENTS,Bottoms,U,Collab,Sport,Black,35.0
10173,Chloé,Dresses,M,Capsule,Slim,Denim Blue,475.24
10174,Kiko Kostadinov,Dresses,M,Spring/Summer,Slip,Beige,476.28
10175,Off-White,Tops,M,Fall/Winter,Utility,Green,476.44
10176,JW Anderson,Bottoms,W,Collab,Sport,Green,652.94
10177,VETEMENTS,Bottoms,W,Resort,Wide-Leg,Black,504.86
10178,Bottega Veneta,Bottoms,W,Fall/Winter,Micro,White,311.52
10179,Jacquemus,Tops,W,Fall/Winter,Straight,Beige,483.96
10180,Fear of God,Shoes,M,Collab,Slip,White,150.94
10181,Marni,Tops,W,Fall/Winter,Maxi,Gray,498.8
10182,Prada,Bottoms,M,Fall/Winter,Slim,Black,941.26
10183,Totême,Outerwear,W,Fall/Winter,Maxi,Black,364.39
10184,Off-White,Shoes,U,Spring/Summer,Oversized,Beige,453.45
10185,AMI,Bottoms,W,Resort,Maxi,Green,842.77
10186,Comme des Garçons,Bags,M,Fall/Winter,Maxi,Denim Blue,388.44
10187,Miu Miu,Tops,W,Capsule,Utility,Green,789.66
10188,Comme des Garçons,Bottoms,W,Spring/Summer,Tailored,White,474.79
10189,Fear of God,Bags,W,Resort,Minimal,Pink,216.57
10190,Tory Burch,Shoes,W,Pre-Fall,Utility,Gray,548.03
10191,A.P.C.,Tops,W,Resort,Maxi,White,149.83
10192,Miu Miu,Outerwear,W,Pre-Fall,Micro,Navy,360.04
10193,Saint Laurent,Dresses,W,Spring/Summer,Sport,Gray,358.32
10194,Moncler,Accessories,M,Fall/Winter,Oversized,Black,747.61
10195,Gucci,Bottoms,M,Pre-Fall,Wide-Leg,Red,315.92
10196,Tory Burch,Shoes,M,Spring/Summer,Sport,Red,118.11
10197,Maison Margiela,Shoes,W,Pre-Fall,Tailored,Black,141.28
10198,Diesel,Accessories,M,Spring/Summer,Maxi,White,698.66
10199,Khaite,Bottoms,M,Spring/Summer,Sport,Black,447.43
10200,Palm Angels,Outerwear,W,Spring/Summer,Slip,Beige,413.73
10201,Celine,Outerwear,W,Spring/Summer,Maxi,Brown,623.43
10202,Dries Van Noten,Accessories,W,Fall/Winter,Boxy,Black,447.75
10203,The Row,Tops,U,Spring/Summer,Oversized,Gray,273.18
10204,Totême,Dresses,M,Fall/Winter,Slip,Navy,277.17
10205,Tibi,Shoes,M,Collab,Utility,Beige,468.11
10206,Comme des Garçons,Accessories,U,Collab,A-Line,Navy,197.39
10207,Diesel,Bottoms,M,Collab,Maxi,Brown,574.27
10208,UGG,Tops,U,Pre-Fall,A-Line,Denim Blue,534.98
10209,Bottega Veneta,Accessories,W,Pre-Fall,Slim,Red,35.0
10210,Bottega Veneta,Shoes,W,Spring/Summer,Utility,Metallic,577.71
10211,Off-White,Accessories,U,Capsule,Slim,Beige,550.97
10212,Acne Studios,Bags,W,Resort,Wide-Leg,Navy,243.7
10213,Saint Laurent,Shoes,W,Spring/Summer,Slip,Denim Blue,191.65
10214,Kiko Kostadinov,Bottoms,U,Spring/Summer,Maxi,White,198.03
10215,Tory Burch,Outerwear,W,Fall/Winter,Maxi,White,382.91
10216,Bottega Veneta,Bags,W,Resort,Cropped,Metallic,564.52
10217,Zimmermann,Bottoms,W,Fall/Winter,Tailored,Metallic,313.72
10218,A.P.C.,Outerwear,W,Spring/Summer,Platform,Navy,342.2
10219,Moncler,Shoes,W,Spring/Summer,Cropped,Denim Blue,277.37
10220,Fendi,Accessories,W,Pre-Fall,Sport,White,313.94
10221,VETEMENTS,Shoes,M,Capsule,Micro,Gray,381.36
10222,Saint Laurent,Tops,U,Pre-Fall,Boxy,White,223.82
10223,Ralph Lauren,Bottoms,W,Spring/Summer,Utility,Metallic,324.19
10224,Celine,Bottoms,W,Resort,Slip,Navy,412.54
10225,Chloé,Tops,W,Capsule,Wide-Leg,Navy,35.0
10226,Stone Island,Shoes,W,Resort,Slip,Black,35.0
10227,Kiko Kostadinov,Shoes,W,Capsule,Tailored,Brown,291.51
10228,Balenciaga,Tops,U,Resort,A-Line,Navy,608.86
10229,Acne Studios,Bottoms,M,Resort,Straight,Gray,877.56
10230,Alexander McQueen,Tops,W,Capsule,Slim,Beige,414.76
10231,Totême,Tops,U,Capsule,Platform,Red,581.27
10232,Off-White,Tops,M,Pre-Fall,Utility,Green,537.38
10233,Loewe,Bags,M,Resort,Slip,Green,566.94
10234,Gucci,Shoes,U,Fall/Winter,Straight,Black,605.83
10235,Chloé,Accessories,U,Fall/Winter,Boxy,Gray,336.92
10236,Tory Burch,Accessories,W,Fall/Winter,Slip,Metallic,510.72
10237,Kenzo,Accessories,M,Resort,Straight,Black,500.36
10238,The Row,Bags,U,Fall/Winter,Utility,Gray,374.66
10239,Moncler,Bottoms,M,Spring/Summer,Slip,Green,482.0
10240,Acne Studios,Shoes,M,Spring/Summer,Straight,Beige,84.19
10241,Fear of God,Accessories,M,Fall/Winter,Boxy,Beige,319.33
10242,Totême,Tops,W,Spring/Summer,Minimal,Gray,733.91
10243,Bottega Veneta,Bottoms,M,Fall/Winter,Micro,Black,760.66
10244,The Row,Outerwear,M,Spring/Summer,Slip,Navy,305.45
10245,Bottega Veneta,Accessories,W,Capsule,Cropped,Navy,511.39
10246,Balenciaga,Bags,M,Fall/Winter,Boxy,Denim Blue,629.73
10247,Tibi,Outerwear,U,Spring/Summer,Straight,Denim Blue,459.82
10248,Comme des Garçons,Bottoms,M,Resort,Platform,Navy,37.71
10249,Totême,Tops,W,Spring/Summer,Minimal,Metallic,659.04
10250,Rick Owens,Bottoms,W,Resort,Wide-Leg,Green,330.64
10251,Bottega Veneta,Bottoms,W,Spring/Summer,Boxy,Navy,414.46
10252,Acne Studios,Accessories,W,Pre-Fall,Oversized,Black,160.12
10253,Moncler,Tops,W,Spring/Summer,Straight,Brown,225.79
10254,A.P.C.,Dresses,M,Capsule,Straight,Metallic,576.48
10255,Comme des Garçons,Shoes,M,Spring/Summer,Tailored,Navy,80.62
10256,Bottega Veneta,Shoes,M,Spring/Summer,Oversized,Black,141.96
10257,Balenciaga,Outerwear,W,Spring/Summer,Micro,Denim Blue,304.27
10258,Maison Margiela,Bottoms,W,Fall/Winter,Sport,Pink,409.69
10259,Palm Angels,Bags,W,Capsule,Straight,Brown,595.92
10260,Dries Van Noten,Tops,U,Capsule,Wide-Leg,Gray,592.47
10261,Saint Laurent,Bottoms,W,Resort,Maxi,Black,545.75
10262,Gucci,Bags,W,Capsule,Oversized,Black,219.73
10263,Alexander McQueen,Tops,M,Spring/Summer,Wide-Leg,Black,242.89
10264,Off-White,Bottoms,W,Pre-Fall,Utility,Black,304.29
10265,The Row,Accessories,M,Pre-Fall,Minimal,Brown,427.5
10266,Bottega Veneta,Outerwear,M,Fall/Winter,Minimal,White,542.75
10267,Diesel,Tops,M,Pre-Fall,Maxi,Navy,295.75
10268,Comme des Garçons,Outerwear,W,Pre-Fall,Oversized,Metallic,502.96
10269,Stone Island,Outerwear,W,Spring/Summer,Maxi,Denim Blue,213.18
10270,Bottega Veneta,Bags,W,Pre-Fall,Boxy,Brown,637.68
10271,Chloé,Dresses,W,Resort,Boxy,Red,660.3
10272,Alexander McQueen,Shoes,M,Capsule,Wide-Leg,Black,193.31
10273,Marni,Tops,U,Resort,Tailored,Navy,122.01
10274,Totême,Shoes,M,Spring/Summer,Sport,White,539.12
10275,Bottega Veneta,Outerwear,W,Fall/Winter,Micro,Black,578.13
10276,Kiko Kostadinov,Tops,M,Spring/Summer,Minimal,Beige,488.98
10277,Marni,Outerwear,W,Fall/Winter,Straight,Brown,653.84
10278,Burberry,Accessories,M,Fall/Winter,Sport,Black,484.15
10279,Totême,Tops,W,Spring/Summer,Wide-Leg,Gray,586.96
10280,Tory Burch,Tops,W,Pre-Fall,Slip,Denim Blue,322.7
10281,Versace,Bottoms,U,Capsule,Slim,White,606.09
10282,Tory Burch,Tops,M,Spring/Summer,Cropped,Pink,356.76
10283,Palm Angels,Accessories,W,Spring/Summer,Sport,Black,470.45
10284,Palm Angels,Tops,M,Spring/Summer,Slip,Black,753.66
10285,Gucci,Outerwear,M,Fall/Winter,Maxi,Beige,233.66
10286,Tibi,Bags,W,Pre-Fall,Cropped,Beige,526.47
10287,Acne Studios,Shoes,M,Fall/Winter,Micro,Metallic,334.9
10288,Moncler,Tops,W,Fall/Winter,Slim,Pink,591.04
10289,Maison Margiela,Bottoms,M,Resort,Boxy,Brown,595.34
10290,Zimmermann,Outerwear,W,Capsule,Wide-Leg,Gray,313.24
10291,VETEMENTS,Accessories,M,Fall/Winter,Oversized,Black,693.27
10292,Fendi,Accessories,W,Pre-Fall,Micro,Green,370.31
10293,Celine,Outerwear,W,Fall/Winter,Maxi,Metallic,580.46
10294,Khaite,Tops,W,Pre-Fall,Boxy,Black,280.47
10295,AMI,Bottoms,M,Resort,Maxi,Gray,561.2
10296,Khaite,Shoes,U,Fall/Winter,Slim,Denim Blue,315.81
10297,UGG,Bags,M,Fall/Winter,Platform,Pink,311.48
10298,Jacquemus,Accessories,M,Resort,Utility,Gray,412.41
10299,Marni,Accessories,M,Collab,Platform,Beige,626.97
10300,Kiko Kostadinov,Dresses,M,Capsule,Maxi,Gray,260.94
10301,Chloé,Shoes,U,Resort,Tailored,Red,770.78
10302,Off-White,Tops,M,Spring/Summer,Utility,Green,338.06
10303,Gucci,Shoes,M,Fall/Winter,Cropped,Denim Blue,643.65
10304,Celine,Bottoms,U,Spring/Summer,Oversized,Beige,215.04
10305,Chloé,Bags,W,Spring/Summer,Oversized,White,364.71
10306,Alexander McQueen,Shoes,M,Resort,Wide-Leg,White,640.87
10307,A.P.C.,Tops,W,Spring/Summer,Slip,Navy,620.09
10308,Kiko Kostadinov,Outerwear,W,Capsule,Platform,Black,413.33
10309,Off-White,Bags,W,Fall/Winter,Minimal,Beige,280.62
10310,Jacquemus,Outerwear,W,Pre-Fall,A-Line,Brown,151.03
10311,Gucci,Bags,W,Spring/Summer,Utility,White,193.77
